Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2024-11-24,peluqueria corte 83,Expense,137.69,Personal Care,peluqueria corte 83,peluqueria corte 83 (Personal Care)
2024-11-24,cafeteria la pausa,Expense,66.64,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-11-24,dividendo acciones,Income,1219.58,Investment,dividendo acciones,dividendo acciones (Investment)
2024-11-25,gimnasio membresia,Expense,169.56,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-11-25,restaurante italiano,Expense,76.43,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-11-25,ropa de marca,Expense,246.41,Shopping,ropa de marca,ropa de marca (Shopping)
2024-11-26,electronicos gadget,Expense,269.81,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-11-26,libros de texto,Expense,209.98,Education,libros de texto,libros de texto (Education)
2024-11-27,deposito nomina mensual,Income,1038.91,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-11-27,vuelo aeromexico 26,Expense,101.64,Travel,vuelo aeromexico 26,vuelo aeromexico 26 (Travel)
2024-11-27,dividendo acciones 44,Income,868.47,Investment,dividendo acciones 44,dividendo acciones 44 (Investment)
2024-11-28,pago cliente proyecto,Income,442.7,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-11-28,spa masaje,Expense,205.66,Personal Care,spa masaje,spa masaje (Personal Care)
2024-11-29,spa masaje 78,Expense,115.75,Personal Care,spa masaje 78,spa masaje 78 (Personal Care)
2024-11-29,electronicos gadget,Expense,173.1,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-11-29,consulta medico,Expense,77.75,Health,consulta medico,consulta medico (Health)
2024-11-30,telmex internet,Expense,48.11,Utilities,telmex internet,telmex internet (Utilities)
2024-11-30,deposito nomina mensual,Income,1168.57,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-12-01,peluqueria corte,Expense,196.56,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-12-01,bono de fin de año,Income,231.76,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-12-01,bono de fin de año,Income,1046.01,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-12-02,deposito nomina mensual,Income,528.55,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-12-02,reembolso compra,Income,506.53,Refund,reembolso compra,reembolso compra (Refund)
2024-12-02,reembolso compra,Income,1741.83,Refund,reembolso compra,reembolso compra (Refund)
2024-12-03,consulta medico,Expense,294.95,Health,consulta medico,consulta medico (Health)
2024-12-03,spotify ab by adyen 70,Expense,212.59,Subscriptions,spotify ab by adyen 70,spotify ab by adyen 70 (Subscriptions)
2024-12-03,spa masaje,Expense,53.63,Personal Care,spa masaje,spa masaje (Personal Care)
2024-12-04,netflix premium,Expense,94.6,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-12-04,pago renta mensual,Expense,139.53,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-05,vuelo aeromexico,Expense,110.63,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-12-05,colegiatura universidad 7,Expense,65.38,Education,colegiatura universidad 7,colegiatura universidad 7 (Education)
2024-12-06,videojuego steam,Expense,260.79,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-12-07,cfe recibo luz,Expense,269.73,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-12-07,amazon compra online 3,Expense,53.91,Shopping,amazon compra online 3,amazon compra online 3 (Shopping)
2024-12-07,spotify ab by adyen 33,Expense,70.77,Subscriptions,spotify ab by adyen 33,spotify ab by adyen 33 (Subscriptions)
2024-12-08,spotify ab by adyen,Expense,24.46,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-12-08,videojuego steam 4,Expense,78.24,Entertainment,videojuego steam 4,videojuego steam 4 (Entertainment)
2024-12-08,vuelo aeromexico,Expense,92.46,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-12-09,pago renta mensual,Expense,6.65,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-09,pago renta mensual,Expense,234.58,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-09,spotify ab by adyen,Expense,48.19,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-12-10,telmex internet 97,Expense,177.54,Utilities,telmex internet 97,telmex internet 97 (Utilities)
2024-12-10,reembolso compra,Income,1266.1,Refund,reembolso compra,reembolso compra (Refund)
2024-12-10,peluqueria corte,Expense,151.98,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-12-11,pago renta mensual,Expense,105.54,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-12,alquiler coche,Expense,188.72,Travel,alquiler coche,alquiler coche (Travel)
2024-12-13,consulta medico,Expense,244.15,Health,consulta medico,consulta medico (Health)
2024-12-13,electronicos gadget,Expense,208.23,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-12-14,peluqueria corte,Expense,87.03,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-12-15,spotify ab by adyen 1,Expense,55.65,Subscriptions,spotify ab by adyen 1,spotify ab by adyen 1 (Subscriptions)
2024-12-15,vuelo aeromexico 1,Expense,50.09,Travel,vuelo aeromexico 1,vuelo aeromexico 1 (Travel)
2024-12-16,videojuego steam 100,Expense,130.4,Entertainment,videojuego steam 100,videojuego steam 100 (Entertainment)
2024-12-16,cfe recibo luz,Expense,37.19,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-12-16,pago renta mensual,Expense,83.31,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-17,alquiler coche 89,Expense,152.03,Travel,alquiler coche 89,alquiler coche 89 (Travel)
2024-12-17,regalo de cumpleaños,Income,1485.57,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-12-18,colegiatura universidad,Expense,296.48,Education,colegiatura universidad,colegiatura universidad (Education)
2024-12-18,electronicos gadget,Expense,298.53,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-12-18,seguro de gastos medicos,Expense,275.29,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-12-19,pago cliente proyecto,Income,1455.2,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-12-19,peluqueria corte 68,Expense,78.88,Personal Care,peluqueria corte 68,peluqueria corte 68 (Personal Care)
2024-12-19,ropa de marca,Expense,213.48,Shopping,ropa de marca,ropa de marca (Shopping)
2024-12-20,deposito nomina mensual,Income,410.19,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-12-21,pago cliente proyecto,Income,1462.41,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-12-21,dividendo acciones,Income,1343.66,Investment,dividendo acciones,dividendo acciones (Investment)
2024-12-22,bono de fin de año,Income,390.16,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-12-22,deposito nomina mensual 50,Income,654.47,Salary,deposito nomina mensual 50,deposito nomina mensual 50 (Salary)
2024-12-23,gasolinera magna,Expense,263.92,Transport,gasolinera magna,gasolinera magna (Transport)
2024-12-23,walmart compra semanal,Expense,107.1,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-12-24,recarga mi transporte,Expense,190.24,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-12-24,consulta medico,Expense,130.71,Health,consulta medico,consulta medico (Health)
2024-12-25,concierto ticketmaster 89,Expense,15.08,Entertainment,concierto ticketmaster 89,concierto ticketmaster 89 (Entertainment)
2024-12-25,pago renta mensual,Expense,37.15,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-26,alquiler coche,Expense,98.75,Travel,alquiler coche,alquiler coche (Travel)
2024-12-26,uber viaje,Expense,268.76,Transport,uber viaje,uber viaje (Transport)
2024-12-27,tienda de abarrotes,Expense,161.45,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-12-27,pago renta mensual 91,Expense,145.71,Rent,pago renta mensual 91,pago renta mensual 91 (Rent)
2024-12-27,pago renta mensual 7,Expense,187.97,Rent,pago renta mensual 7,pago renta mensual 7 (Rent)
2024-12-28,vuelo aeromexico 80,Expense,147.74,Travel,vuelo aeromexico 80,vuelo aeromexico 80 (Travel)
2024-12-29,pago renta mensual,Expense,282.41,Rent,pago renta mensual,pago renta mensual (Rent)
2024-12-30,amazon compra online,Expense,45.31,Shopping,amazon compra online,amazon compra online (Shopping)
2024-12-30,gimnasio membresia,Expense,262.0,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-12-31,dividendo acciones,Income,616.86,Investment,dividendo acciones,dividendo acciones (Investment)
2024-12-31,farmacia benavides 72,Expense,199.76,Health,farmacia benavides 72,farmacia benavides 72 (Health)
2024-12-31,farmacia benavides,Expense,143.4,Health,farmacia benavides,farmacia benavides (Health)
2025-01-01,recarga mi transporte,Expense,57.11,Transport,recarga mi transporte,recarga mi transporte (Transport)
2025-01-01,cafeteria la pausa,Expense,132.67,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-01-01,peluqueria corte,Expense,58.36,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2025-01-02,hotel la playa,Expense,209.14,Travel,hotel la playa,hotel la playa (Travel)
2025-01-02,regalo de cumpleaños,Income,1252.08,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-01-03,reembolso compra,Income,370.75,Refund,reembolso compra,reembolso compra (Refund)
2025-01-04,electronicos gadget 41,Expense,132.3,Shopping,electronicos gadget 41,electronicos gadget 41 (Shopping)
2025-01-04,cafeteria la pausa,Expense,243.19,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-01-05,pago renta mensual,Expense,267.09,Rent,pago renta mensual,pago renta mensual (Rent)
2025-01-05,cfe recibo luz,Expense,191.14,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-01-06,amazon compra online,Expense,134.91,Shopping,amazon compra online,amazon compra online (Shopping)
2025-01-06,libros de texto,Expense,259.54,Education,libros de texto,libros de texto (Education)
2025-01-07,reembolso compra,Income,1845.47,Refund,reembolso compra,reembolso compra (Refund)
2025-01-07,netflix premium,Expense,234.14,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-01-07,spotify ab by adyen,Expense,190.17,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-01-08,peluqueria corte,Expense,11.96,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2025-01-08,oxxo comida rapida,Expense,41.93,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-01-08,spotify ab by adyen 51,Expense,114.27,Subscriptions,spotify ab by adyen 51,spotify ab by adyen 51 (Subscriptions)
2025-01-09,amazon compra online,Expense,24.79,Shopping,amazon compra online,amazon compra online (Shopping)
2025-01-10,oxxo comida rapida,Expense,275.75,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-01-10,tienda de abarrotes,Expense,83.84,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2025-01-11,consulta medico,Expense,51.03,Health,consulta medico,consulta medico (Health)
2025-01-11,gimnasio membresia,Expense,121.78,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-01-12,peluqueria corte 27,Expense,138.08,Personal Care,peluqueria corte 27,peluqueria corte 27 (Personal Care)
2025-01-12,pago renta mensual,Expense,131.41,Rent,pago renta mensual,pago renta mensual (Rent)
2025-01-13,vuelo aeromexico,Expense,122.61,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2025-01-14,libros de texto 28,Expense,119.06,Education,libros de texto 28,libros de texto 28 (Education)
2025-01-14,cfe recibo luz,Expense,24.48,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-01-15,pago renta mensual,Expense,177.93,Rent,pago renta mensual,pago renta mensual (Rent)
2025-01-16,libros de texto,Expense,181.62,Education,libros de texto,libros de texto (Education)
2025-01-17,seguro de gastos medicos 47,Expense,140.81,Health,seguro de gastos medicos 47,seguro de gastos medicos 47 (Health)
2025-01-18,taxi de noche,Expense,274.52,Transport,taxi de noche,taxi de noche (Transport)
2025-01-19,amazon compra online,Expense,132.22,Shopping,amazon compra online,amazon compra online (Shopping)
2025-01-19,recarga mi transporte,Expense,156.63,Transport,recarga mi transporte,recarga mi transporte (Transport)
2025-01-20,spotify ab by adyen,Expense,64.7,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-01-21,libros de texto,Expense,234.85,Education,libros de texto,libros de texto (Education)
2025-01-21,hotel la playa,Expense,167.09,Travel,hotel la playa,hotel la playa (Travel)
2025-01-22,taxi de noche,Expense,197.9,Transport,taxi de noche,taxi de noche (Transport)
2025-01-23,amazon compra online,Expense,124.99,Shopping,amazon compra online,amazon compra online (Shopping)
2025-01-24,uber viaje,Expense,269.85,Transport,uber viaje,uber viaje (Transport)
2025-01-24,reembolso compra,Income,800.3,Refund,reembolso compra,reembolso compra (Refund)
2025-01-25,pago renta mensual,Expense,264.58,Rent,pago renta mensual,pago renta mensual (Rent)
2025-01-25,deposito nomina mensual,Income,1080.65,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-01-26,libros de texto,Expense,120.29,Education,libros de texto,libros de texto (Education)
2025-01-27,peluqueria corte,Expense,43.67,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2025-01-27,cineplex boletos,Expense,41.91,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-01-27,regalo de cumpleaños,Income,435.83,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-01-28,peluqueria corte,Expense,30.79,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2025-01-28,telmex internet,Expense,16.21,Utilities,telmex internet,telmex internet (Utilities)
2025-01-29,walmart compra semanal,Expense,90.21,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2025-01-29,spa masaje,Expense,143.57,Personal Care,spa masaje,spa masaje (Personal Care)
2025-01-30,concierto ticketmaster,Expense,80.78,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2025-01-31,taxi de noche,Expense,194.42,Transport,taxi de noche,taxi de noche (Transport)
2025-01-31,telmex internet,Expense,240.4,Utilities,telmex internet,telmex internet (Utilities)
2025-02-01,reembolso compra 29,Income,1396.49,Refund,reembolso compra 29,reembolso compra 29 (Refund)
2025-02-01,hotel la playa,Expense,147.41,Travel,hotel la playa,hotel la playa (Travel)
2025-02-01,reembolso compra,Income,1668.42,Refund,reembolso compra,reembolso compra (Refund)
2025-02-02,pago cliente proyecto,Income,1595.03,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-02-02,restaurante italiano,Expense,91.86,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2025-02-02,spa masaje,Expense,286.54,Personal Care,spa masaje,spa masaje (Personal Care)
2025-02-03,pago renta mensual,Expense,261.67,Rent,pago renta mensual,pago renta mensual (Rent)
2025-02-03,electronicos gadget,Expense,66.31,Shopping,electronicos gadget,electronicos gadget (Shopping)
2025-02-04,peluqueria corte 6,Expense,87.52,Personal Care,peluqueria corte 6,peluqueria corte 6 (Personal Care)
2025-02-05,seguro de gastos medicos,Expense,115.11,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2025-02-05,pago renta mensual,Expense,166.14,Rent,pago renta mensual,pago renta mensual (Rent)
2025-02-06,walmart compra semanal,Expense,182.35,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2025-02-07,telmex internet 10,Expense,42.04,Utilities,telmex internet 10,telmex internet 10 (Utilities)
2025-02-07,spa masaje,Expense,138.01,Personal Care,spa masaje,spa masaje (Personal Care)
2025-02-08,reembolso compra,Income,889.15,Refund,reembolso compra,reembolso compra (Refund)
2025-02-08,alquiler coche,Expense,14.02,Travel,alquiler coche,alquiler coche (Travel)
2025-02-09,colegiatura universidad,Expense,288.67,Education,colegiatura universidad,colegiatura universidad (Education)
2025-02-09,spa masaje 30,Expense,87.65,Personal Care,spa masaje 30,spa masaje 30 (Personal Care)
2025-02-09,hotel la playa,Expense,79.76,Travel,hotel la playa,hotel la playa (Travel)
2025-02-10,walmart compra semanal,Expense,109.81,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2025-02-10,regalo de cumpleaños,Income,1975.79,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-02-10,colegiatura universidad,Expense,83.99,Education,colegiatura universidad,colegiatura universidad (Education)
2025-02-11,pago renta mensual,Expense,247.93,Rent,pago renta mensual,pago renta mensual (Rent)
2025-02-11,agua y drenaje,Expense,116.25,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-02-11,dividendo acciones,Income,681.38,Investment,dividendo acciones,dividendo acciones (Investment)
2025-02-12,spa masaje,Expense,16.66,Personal Care,spa masaje,spa masaje (Personal Care)
2025-02-12,cineplex boletos,Expense,37.16,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-02-12,spa masaje 100,Expense,278.96,Personal Care,spa masaje 100,spa masaje 100 (Personal Care)
2025-02-13,oxxo comida rapida 93,Expense,80.19,Groceries,oxxo comida rapida 93,oxxo comida rapida 93 (Groceries)
2025-02-13,libros de texto,Expense,114.36,Education,libros de texto,libros de texto (Education)
2025-02-14,supermercado la esquina,Expense,184.14,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2025-02-14,telmex internet,Expense,54.63,Utilities,telmex internet,telmex internet (Utilities)
2025-02-15,gimnasio membresia,Expense,284.88,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-02-15,seguro de gastos medicos,Expense,31.46,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2025-02-15,supermercado la esquina 56,Expense,165.53,Groceries,supermercado la esquina 56,supermercado la esquina 56 (Groceries)
2025-02-16,deposito nomina mensual,Income,1588.67,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-02-16,consulta medico,Expense,269.31,Health,consulta medico,consulta medico (Health)
2025-02-16,cafeteria la pausa 76,Expense,82.5,Dining Out,cafeteria la pausa 76,cafeteria la pausa 76 (Dining Out)
2025-02-17,netflix premium,Expense,162.4,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-02-17,spa masaje 64,Expense,292.95,Personal Care,spa masaje 64,spa masaje 64 (Personal Care)
2025-02-17,cineplex boletos,Expense,89.68,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-02-18,pago renta mensual,Expense,278.96,Rent,pago renta mensual,pago renta mensual (Rent)
2025-02-18,pago cliente proyecto 48,Income,351.27,Freelance Income,pago cliente proyecto 48,pago cliente proyecto 48 (Freelance Income)
2025-02-19,cineplex boletos,Expense,29.62,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-02-19,pago renta mensual,Expense,83.76,Rent,pago renta mensual,pago renta mensual (Rent)
2025-02-19,libros de texto 87,Expense,247.72,Education,libros de texto 87,libros de texto 87 (Education)
2025-02-20,supermercado la esquina,Expense,210.22,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2025-02-20,agua y drenaje,Expense,128.52,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-02-20,electronicos gadget 78,Expense,54.81,Shopping,electronicos gadget 78,electronicos gadget 78 (Shopping)
2025-02-21,colegiatura universidad,Expense,137.7,Education,colegiatura universidad,colegiatura universidad (Education)
2025-02-22,libros de texto,Expense,69.47,Education,libros de texto,libros de texto (Education)
2025-02-22,amazon compra online 33,Expense,91.56,Shopping,amazon compra online 33,amazon compra online 33 (Shopping)
2025-02-22,dividendo acciones,Income,1349.6,Investment,dividendo acciones,dividendo acciones (Investment)
2025-02-23,cafeteria la pausa,Expense,13.12,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-02-23,spotify ab by adyen,Expense,108.43,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-02-24,regalo de cumpleaños,Income,1777.4,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-02-24,cafeteria la pausa,Expense,250.89,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-02-24,cineplex boletos,Expense,34.96,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-02-25,supermercado la esquina,Expense,93.0,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2025-02-25,spa masaje,Expense,266.8,Personal Care,spa masaje,spa masaje (Personal Care)
2025-02-25,bono de fin de año,Income,161.79,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-02-26,alquiler coche 32,Expense,152.22,Travel,alquiler coche 32,alquiler coche 32 (Travel)
2025-02-27,spa masaje,Expense,201.58,Personal Care,spa masaje,spa masaje (Personal Care)
2025-02-28,netflix premium,Expense,157.29,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-02-28,cafeteria la pausa,Expense,87.93,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-03-01,supermercado la esquina 37,Expense,15.3,Groceries,supermercado la esquina 37,supermercado la esquina 37 (Groceries)
2025-03-01,mcdonalds burger,Expense,275.76,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2025-03-02,telmex internet,Expense,255.98,Utilities,telmex internet,telmex internet (Utilities)
2025-03-03,alquiler coche,Expense,118.36,Travel,alquiler coche,alquiler coche (Travel)
2025-03-03,regalo de cumpleaños,Income,421.9,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-03-04,deposito nomina mensual,Income,1898.56,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-03-04,pago renta mensual,Expense,5.6,Rent,pago renta mensual,pago renta mensual (Rent)
2025-03-04,amazon compra online,Expense,254.48,Shopping,amazon compra online,amazon compra online (Shopping)
2025-03-05,oxxo comida rapida 8,Expense,232.36,Groceries,oxxo comida rapida 8,oxxo comida rapida 8 (Groceries)
2025-03-06,pago cliente proyecto,Income,580.69,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-03-06,pago cliente proyecto,Income,1177.07,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-03-07,farmacia benavides,Expense,223.46,Health,farmacia benavides,farmacia benavides (Health)
2025-03-07,pago cliente proyecto,Income,1612.32,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-03-08,alquiler coche,Expense,116.59,Travel,alquiler coche,alquiler coche (Travel)
2025-03-09,alquiler coche,Expense,84.7,Travel,alquiler coche,alquiler coche (Travel)
2025-03-09,alquiler coche,Expense,64.43,Travel,alquiler coche,alquiler coche (Travel)
2025-03-10,farmacia benavides,Expense,17.01,Health,farmacia benavides,farmacia benavides (Health)
2025-03-10,cineplex boletos 12,Expense,41.3,Entertainment,cineplex boletos 12,cineplex boletos 12 (Entertainment)
2025-03-11,spotify ab by adyen,Expense,130.39,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-03-11,cineplex boletos,Expense,95.84,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-03-11,farmacia benavides,Expense,53.87,Health,farmacia benavides,farmacia benavides (Health)
2025-03-12,mcdonalds burger 59,Expense,258.02,Dining Out,mcdonalds burger 59,mcdonalds burger 59 (Dining Out)
2025-03-12,hotel la playa 7,Expense,129.6,Travel,hotel la playa 7,hotel la playa 7 (Travel)
2025-03-12,taxi de noche,Expense,238.23,Transport,taxi de noche,taxi de noche (Transport)
2025-03-13,pago renta mensual,Expense,158.08,Rent,pago renta mensual,pago renta mensual (Rent)
2025-03-13,pago renta mensual 37,Expense,8.98,Rent,pago renta mensual 37,pago renta mensual 37 (Rent)
2025-03-13,libros de texto,Expense,94.69,Education,libros de texto,libros de texto (Education)
2025-03-14,bono de fin de año,Income,700.22,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-03-15,libros de texto,Expense,76.97,Education,libros de texto,libros de texto (Education)
2025-03-15,spotify ab by adyen,Expense,163.15,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-03-15,agua y drenaje,Expense,191.64,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-03-16,gimnasio membresia,Expense,260.09,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-03-17,uber viaje,Expense,233.53,Transport,uber viaje,uber viaje (Transport)
2025-03-18,dividendo acciones,Income,620.3,Investment,dividendo acciones,dividendo acciones (Investment)
2025-03-18,spa masaje 50,Expense,138.21,Personal Care,spa masaje 50,spa masaje 50 (Personal Care)
2025-03-18,farmacia benavides,Expense,183.39,Health,farmacia benavides,farmacia benavides (Health)
2025-03-19,concierto ticketmaster 61,Expense,208.6,Entertainment,concierto ticketmaster 61,concierto ticketmaster 61 (Entertainment)
2025-03-19,bono de fin de año,Income,1331.13,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-03-19,farmacia benavides 99,Expense,157.7,Health,farmacia benavides 99,farmacia benavides 99 (Health)
2025-03-20,walmart compra semanal 58,Expense,100.76,Groceries,walmart compra semanal 58,walmart compra semanal 58 (Groceries)
2025-03-20,gasolinera magna,Expense,124.07,Transport,gasolinera magna,gasolinera magna (Transport)
2025-03-20,videojuego steam,Expense,209.53,Entertainment,videojuego steam,videojuego steam (Entertainment)
2025-03-21,ropa de marca,Expense,265.66,Shopping,ropa de marca,ropa de marca (Shopping)
2025-03-22,supermercado la esquina 64,Expense,204.81,Groceries,supermercado la esquina 64,supermercado la esquina 64 (Groceries)
2025-03-23,mcdonalds burger,Expense,110.18,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2025-03-23,gimnasio membresia,Expense,198.05,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-03-24,videojuego steam,Expense,144.61,Entertainment,videojuego steam,videojuego steam (Entertainment)
2025-03-25,videojuego steam 90,Expense,213.22,Entertainment,videojuego steam 90,videojuego steam 90 (Entertainment)
2025-03-25,amazon compra online,Expense,211.87,Shopping,amazon compra online,amazon compra online (Shopping)
2025-03-26,walmart compra semanal 36,Expense,231.28,Groceries,walmart compra semanal 36,walmart compra semanal 36 (Groceries)
2025-03-26,agua y drenaje,Expense,22.74,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-03-27,farmacia benavides 47,Expense,228.86,Health,farmacia benavides 47,farmacia benavides 47 (Health)
2025-03-28,colegiatura universidad,Expense,267.09,Education,colegiatura universidad,colegiatura universidad (Education)
2025-03-29,deposito nomina mensual,Income,704.73,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-03-29,cafeteria la pausa 6,Expense,129.15,Dining Out,cafeteria la pausa 6,cafeteria la pausa 6 (Dining Out)
2025-03-29,farmacia benavides,Expense,213.13,Health,farmacia benavides,farmacia benavides (Health)
2025-03-30,telmex internet,Expense,258.35,Utilities,telmex internet,telmex internet (Utilities)
2025-03-30,uber viaje,Expense,188.67,Transport,uber viaje,uber viaje (Transport)
2025-03-30,pago renta mensual,Expense,261.16,Rent,pago renta mensual,pago renta mensual (Rent)
2025-03-31,spa masaje,Expense,64.26,Personal Care,spa masaje,spa masaje (Personal Care)
2025-03-31,deposito nomina mensual 9,Income,292.51,Salary,deposito nomina mensual 9,deposito nomina mensual 9 (Salary)
2025-03-31,alquiler coche,Expense,131.22,Travel,alquiler coche,alquiler coche (Travel)
2025-04-01,spa masaje,Expense,126.05,Personal Care,spa masaje,spa masaje (Personal Care)
2025-04-02,pago renta mensual,Expense,24.45,Rent,pago renta mensual,pago renta mensual (Rent)
2025-04-03,regalo de cumpleaños,Income,1970.8,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-04-03,gasolinera magna,Expense,72.14,Transport,gasolinera magna,gasolinera magna (Transport)
2025-04-04,uber viaje,Expense,52.56,Transport,uber viaje,uber viaje (Transport)
2025-04-04,libros de texto,Expense,141.29,Education,libros de texto,libros de texto (Education)
